trade_id,timestamp,action,symbol,side,qty,price,stop_loss,exit_reason,pnl
20251006_173411_CALL_268,2025-10-06 17:34:11,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836641.25
20251006_173411_CALL_271,2025-10-06 17:34:11,ENTRY,CALL_OPTION,CALL,75,271.4,24757.5,,
20251006_173411_CALL_271,2025-10-06 17:34:11,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836457.5
20251006_173411_CALL_255,2025-10-06 17:34:11,ENTRY,CALL_OPTION,CALL,75,255.0,24757.5,,
20251006_173411_CALL_255,2025-10-06 17:34:11,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837687.5
20251006_173411_CALL_267,2025-10-06 17:34:11,ENTRY,CALL_OPTION,CALL,75,267.75,24757.5,,
20251006_173411_CALL_267,2025-10-06 17:34:11,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836731.25
20251006_173411_CALL_303,2025-10-06 17:34:11,ENTRY,CALL_OPTION,CALL,75,303.65,24757.5,,
20251006_173411_CALL_303,2025-10-06 17:34:11,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1834038.75
20251006_173411_CALL_316,2025-10-06 17:34:11,ENTRY,CALL_OPTION,CALL,75,316.1,24757.5,,
20251006_173411_CALL_316,2025-10-06 17:34:11,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1833105.0
20251006_173411_CALL_330,2025-10-06 17:34:11,ENTRY,CALL_OPTION,CALL,75,330.55,24757.5,,
20251006_173411_CALL_330,2025-10-06 17:34:11,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832021.25
20251006_173411_CALL_327,2025-10-06 17:34:11,ENTRY,CALL_OPTION,CALL,75,327.9,24757.5,,
20251006_173411_CALL_327,2025-10-06 17:34:11,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832220.0
20251006_174153_CALL_260,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,260.3,24757.5,,
20251006_174153_CALL_260,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837290.0
20251006_174153_CALL_267,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,267.9,24757.5,,
20251006_174153_CALL_267,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836720.0
20251006_174153_CALL_270,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,270.25,24757.5,,
20251006_174153_CALL_270,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836543.75
20251006_174153_CALL_270,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,270.85,24757.5,,
20251006_174153_CALL_270,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836498.75
20251006_174153_CALL_283,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,283.15,24757.5,,
20251006_174153_CALL_283,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1835576.25
20251006_174153_CALL_259,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,259.1,24757.5,,
20251006_174153_CALL_259,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837380.0
20251006_174153_CALL_251,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,251.45,24757.5,,
20251006_174153_CALL_251,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837953.75
20251006_174153_CALL_267,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,267.6,24757.5,,
20251006_174153_CALL_267,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836742.5
20251006_174153_CALL_270,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,270.7,24757.5,,
20251006_174153_CALL_270,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836510.0
20251006_174153_CALL_277,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,277.9,24757.5,,
20251006_174153_CALL_277,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1835970.0
20251006_174153_CALL_263,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,263.0,24757.5,,
20251006_174153_CALL_263,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837087.5
20251006_174153_CALL_268,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,268.0,24757.5,,
20251006_174153_CALL_268,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836712.5
20251006_174153_CALL_268,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,268.95,24757.5,,
20251006_174153_CALL_268,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836641.25
20251006_174153_CALL_271,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,271.4,24757.5,,
20251006_174153_CALL_271,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836457.5
20251006_174153_CALL_255,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,255.0,24757.5,,
20251006_174153_CALL_255,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837687.5
20251006_174153_CALL_267,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,267.75,24757.5,,
20251006_174153_CALL_267,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836731.25
20251006_174153_CALL_303,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,303.65,24757.5,,
20251006_174153_CALL_303,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1834038.75
20251006_174153_CALL_316,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,316.1,24757.5,,
20251006_174153_CALL_316,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1833105.0
20251006_174153_CALL_330,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,330.55,24757.5,,
20251006_174153_CALL_330,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832021.25
20251006_174153_CALL_327,2025-10-06 17:41:53,ENTRY,CALL_OPTION,CALL,75,327.9,24757.5,,
20251006_174153_CALL_327,2025-10-06 17:41:53,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832220.0
20251006_175116_CALL_260,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,260.3,24757.5,,
20251006_175116_CALL_260,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837290.0
20251006_175116_CALL_267,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,267.9,24757.5,,
20251006_175116_CALL_267,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836720.0
20251006_175116_CALL_270,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,270.25,24757.5,,
20251006_175116_CALL_270,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836543.75
20251006_175116_CALL_270,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,270.85,24757.5,,
20251006_175116_CALL_270,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836498.75
20251006_175116_CALL_283,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,283.15,24757.5,,
20251006_175116_CALL_283,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1835576.25
20251006_175116_CALL_259,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,259.1,24757.5,,
20251006_175116_CALL_259,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837380.0
20251006_175116_CALL_251,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,251.45,24757.5,,
20251006_175116_CALL_251,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837953.75
20251006_175116_CALL_267,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,267.6,24757.5,,
20251006_175116_CALL_267,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836742.5
20251006_175116_CALL_270,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,270.7,24757.5,,
20251006_175116_CALL_270,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836510.0
20251006_175116_CALL_277,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,277.9,24757.5,,
20251006_175116_CALL_277,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1835970.0
20251006_175116_CALL_263,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,263.0,24757.5,,
20251006_175116_CALL_263,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837087.5
20251006_175116_CALL_268,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,268.0,24757.5,,
20251006_175116_CALL_268,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836712.5
20251006_175116_CALL_268,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,268.95,24757.5,,
20251006_175116_CALL_268,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836641.25
20251006_175116_CALL_271,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,271.4,24757.5,,
20251006_175116_CALL_271,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836457.5
20251006_175116_CALL_255,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,255.0,24757.5,,
20251006_175116_CALL_255,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837687.5
20251006_175116_CALL_267,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,267.75,24757.5,,
20251006_175116_CALL_267,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836731.25
20251006_175116_CALL_303,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,303.65,24757.5,,
20251006_175116_CALL_303,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1834038.75
20251006_175116_CALL_316,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,316.1,24757.5,,
20251006_175116_CALL_316,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1833105.0
20251006_175116_CALL_330,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,330.55,24757.5,,
20251006_175116_CALL_330,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832021.25
20251006_175116_CALL_327,2025-10-06 17:51:16,ENTRY,CALL_OPTION,CALL,75,327.9,24757.5,,
20251006_175116_CALL_327,2025-10-06 17:51:16,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832220.0
20251006_175134_CALL_260,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,260.3,24757.5,,
20251006_175134_CALL_260,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837290.0
20251006_175134_CALL_267,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,267.9,24757.5,,
20251006_175134_CALL_267,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836720.0
20251006_175134_CALL_270,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,270.25,24757.5,,
20251006_175134_CALL_270,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836543.75
20251006_175134_CALL_270,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,270.85,24757.5,,
20251006_175134_CALL_270,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836498.75
20251006_175134_CALL_283,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,283.15,24757.5,,
20251006_175134_CALL_283,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1835576.25
20251006_175134_CALL_259,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,259.1,24757.5,,
20251006_175134_CALL_259,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837380.0
20251006_175134_CALL_251,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,251.45,24757.5,,
20251006_175134_CALL_251,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837953.75
20251006_175134_CALL_267,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,267.6,24757.5,,
20251006_175134_CALL_267,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836742.5
20251006_175134_CALL_270,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,270.7,24757.5,,
20251006_175134_CALL_270,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836510.0
20251006_175134_CALL_277,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,277.9,24757.5,,
20251006_175134_CALL_277,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1835970.0
20251006_175134_CALL_263,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,263.0,24757.5,,
20251006_175134_CALL_263,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837087.5
20251006_175134_CALL_268,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,268.0,24757.5,,
20251006_175134_CALL_268,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836712.5
20251006_175134_CALL_268,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,268.95,24757.5,,
20251006_175134_CALL_268,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836641.25
20251006_175134_CALL_271,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,271.4,24757.5,,
20251006_175134_CALL_271,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836457.5
20251006_175134_CALL_255,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,255.0,24757.5,,
20251006_175134_CALL_255,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837687.5
20251006_175134_CALL_267,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,267.75,24757.5,,
20251006_175134_CALL_267,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836731.25
20251006_175134_CALL_303,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,303.65,24757.5,,
20251006_175134_CALL_303,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1834038.75
20251006_175134_CALL_316,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,316.1,24757.5,,
20251006_175134_CALL_316,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1833105.0
20251006_175134_CALL_330,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,330.55,24757.5,,
20251006_175134_CALL_330,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832021.25
20251006_175134_CALL_327,2025-10-06 17:51:34,ENTRY,CALL_OPTION,CALL,75,327.9,24757.5,,
20251006_175134_CALL_327,2025-10-06 17:51:34,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832220.0
20251006_175326_CALL_260,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,260.3,24757.5,,
20251006_175326_CALL_260,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837290.0
20251006_175326_CALL_267,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,267.9,24757.5,,
20251006_175326_CALL_267,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836720.0
20251006_175326_CALL_270,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,270.25,24757.5,,
20251006_175326_CALL_270,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836543.75
20251006_175326_CALL_270,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,270.85,24757.5,,
20251006_175326_CALL_270,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836498.75
20251006_175326_CALL_283,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,283.15,24757.5,,
20251006_175326_CALL_283,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1835576.25
20251006_175326_CALL_259,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,259.1,24757.5,,
20251006_175326_CALL_259,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837380.0
20251006_175326_CALL_251,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,251.45,24757.5,,
20251006_175326_CALL_251,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837953.75
20251006_175326_CALL_267,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,267.6,24757.5,,
20251006_175326_CALL_267,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836742.5
20251006_175326_CALL_270,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,270.7,24757.5,,
20251006_175326_CALL_270,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836510.0
20251006_175326_CALL_277,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,277.9,24757.5,,
20251006_175326_CALL_277,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1835970.0
20251006_175326_CALL_263,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,263.0,24757.5,,
20251006_175326_CALL_263,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837087.5
20251006_175326_CALL_268,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,268.0,24757.5,,
20251006_175326_CALL_268,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836712.5
20251006_175326_CALL_268,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,268.95,24757.5,,
20251006_175326_CALL_268,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836641.25
20251006_175326_CALL_271,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,271.4,24757.5,,
20251006_175326_CALL_271,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836457.5
20251006_175326_CALL_255,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,255.0,24757.5,,
20251006_175326_CALL_255,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1837687.5
20251006_175326_CALL_267,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,267.75,24757.5,,
20251006_175326_CALL_267,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1836731.25
20251006_175326_CALL_303,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,303.65,24757.5,,
20251006_175326_CALL_303,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1834038.75
20251006_175326_CALL_316,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,316.1,24757.5,,
20251006_175326_CALL_316,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1833105.0
20251006_175326_CALL_330,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,330.55,24757.5,,
20251006_175326_CALL_330,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832021.25
20251006_175326_CALL_327,2025-10-06 17:53:26,ENTRY,CALL_OPTION,CALL,75,327.9,24757.5,,
20251006_175326_CALL_327,2025-10-06 17:53:26,EXIT,CALL_OPTION,CALL,75,24757.5,,SL_HIT,1832220.0
20251006_180151_CALL_235,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,235.45,24881.65,,
20251006_180151_CALL_235,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1848465.0
20251006_180151_CALL_245,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,245.2,24881.65,,
20251006_180151_CALL_245,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1847733.75
20251006_180151_CALL_246,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,246.65,24881.65,,
20251006_180151_CALL_246,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1847625.0
20251006_180151_CALL_251,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,251.15,24881.65,,
20251006_180151_CALL_251,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1847287.5
20251006_180151_CALL_251,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,251.85,24881.65,,
20251006_180151_CALL_251,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1847235.0000000002
20251006_180151_CALL_264,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,264.55,24881.65,,
20251006_180151_CALL_264,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1846282.5000000002
20251006_180151_CALL_278,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,278.3,24881.65,,
20251006_180151_CALL_278,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1845251.2500000002
20251006_180151_CALL_284,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,284.2,24881.65,,
20251006_180151_CALL_284,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1844808.75
20251006_180151_CALL_265,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,265.4,24881.65,,
20251006_180151_CALL_265,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1846218.75
20251006_180151_CALL_285,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,285.95,24881.65,,
20251006_180151_CALL_285,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1844677.5
20251006_180151_CALL_273,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,273.7,24881.65,,
20251006_180151_CALL_273,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1845596.25
20251006_180151_CALL_283,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,283.6,24881.65,,
20251006_180151_CALL_283,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1844853.7500000002
20251006_180151_CALL_296,2025-10-06 18:01:51,ENTRY,CALL_OPTION,CALL,75,296.05,24881.65,,
20251006_180151_CALL_296,2025-10-06 18:01:51,EXIT,CALL_OPTION,CALL,75,24881.65,,SL_HIT,1843920.0000000002
