datetime,nifty_open,nifty_high,nifty_low,nifty_close,call_open,call_high,call_low,call_close,put_open,put_high,put_low,put_close
2025-10-06 09:15:00+05:30,24916.55,24940.05,24909.45,24913.2,186.65,200.0,169.6,185.0,249.3,253.55,229.2,235.75
2025-10-06 09:16:00+05:30,24914.55,24926.65,24905.55,24922.25,184.7,189.6,177.75,187.25,235.75,244.5,230.15,232.75
2025-10-06 09:17:00+05:30,24920.3,24937.85,24918.2,24935.15,187.25,202.55,185.0,197.35,232.75,234.75,217.05,222.15
2025-10-06 09:18:00+05:30,24936.2,24943.05,24926.95,24932.3,197.65,202.2,197.1,198.7,222.15,222.8,216.85,220.5
2025-10-06 09:19:00+05:30,24931.15,24931.85,24914.8,24927.05,198.7,198.7,185.8,191.1,220.5,235.9,220.5,228.0
2025-10-06 09:20:00+05:30,24927.5,24930.5,24918.75,24921.3,191.1,195.7,186.5,188.3,228.0,233.25,224.45,233.2
2025-10-06 09:21:00+05:30,24920.85,24921.15,24902.0,24905.8,188.3,188.35,175.55,179.25,233.2,246.0,231.5,243.25
2025-10-06 09:22:00+05:30,24905.35,24920.7,24898.85,24918.5,179.25,189.95,177.1,186.55,243.25,244.0,230.45,233.5
2025-10-06 09:23:00+05:30,24917.95,24932.15,24912.1,24932.15,186.55,199.0,182.4,198.25,233.5,237.65,219.95,219.95
2025-10-06 09:24:00+05:30,24929.75,24929.75,24917.15,24918.0,198.25,198.45,186.55,188.1,219.95,233.3,219.95,229.6
2025-10-06 09:25:00+05:30,24917.8,24919.0,24907.85,24911.15,188.1,188.15,178.4,179.5,229.6,242.9,229.6,242.25
2025-10-06 09:26:00+05:30,24911.1,24911.1,24902.6,24907.35,178.0,180.4,175.5,180.2,242.25,247.0,240.85,241.05
2025-10-06 09:27:00+05:30,24907.95,24913.15,24903.7,24911.85,180.2,183.7,176.4,183.3,241.05,245.0,236.45,236.65
2025-10-06 09:28:00+05:30,24912.7,24915.35,24909.0,24913.65,183.7,186.0,179.85,183.45,236.65,240.45,233.75,237.1
2025-10-06 09:29:00+05:30,24915.3,24916.0,24897.85,24901.85,183.55,184.8,170.35,170.8,237.1,252.8,235.65,252.1
2025-10-06 09:30:00+05:30,24900.45,24900.45,24881.65,24888.1,170.7,170.7,158.0,161.95,251.5,268.05,251.5,261.25
2025-10-06 09:31:00+05:30,24887.0,24904.0,24886.4,24903.55,161.55,176.15,160.8,175.7,261.25,262.8,245.0,245.0
2025-10-06 09:32:00+05:30,24904.5,24908.95,24899.45,24902.75,175.7,180.0,169.8,171.65,245.0,252.8,240.15,250.0
2025-10-06 09:33:00+05:30,24902.65,24914.35,24897.4,24908.5,171.65,182.35,167.45,176.5,250.0,255.0,238.0,245.2
2025-10-06 09:34:00+05:30,24907.95,24911.5,24900.5,24910.8,176.5,180.2,170.6,178.25,245.2,250.55,240.45,243.4
2025-10-06 09:35:00+05:30,24910.45,24913.4,24906.3,24913.4,178.25,181.25,174.5,181.25,243.4,246.75,240.0,240.0
2025-10-06 09:36:00+05:30,24913.5,24923.8,24913.4,24923.75,181.25,188.0,181.2,188.0,240.0,240.0,231.75,232.85
2025-10-06 09:37:00+05:30,24923.55,24924.75,24919.0,24924.25,188.0,189.7,183.65,187.9,232.85,235.85,229.85,230.45
2025-10-06 09:38:00+05:30,24923.6,24931.05,24921.75,24930.5,187.9,192.75,186.55,190.3,230.45,232.65,227.0,228.25
2025-10-06 09:39:00+05:30,24929.6,24930.5,24925.4,24926.85,190.3,192.0,186.3,188.25,228.25,231.7,225.85,228.6
2025-10-06 09:40:00+05:30,24926.45,24933.65,24922.15,24933.0,188.25,196.8,186.0,196.65,228.6,231.95,219.85,220.7
2025-10-06 09:41:00+05:30,24933.25,24943.1,24932.15,24941.05,196.65,204.0,196.0,201.2,220.7,221.3,214.0,215.55
2025-10-06 09:42:00+05:30,24941.4,24941.8,24936.4,24940.5,201.2,205.6,198.65,203.15,215.55,217.8,211.0,214.15
2025-10-06 09:43:00+05:30,24940.7,24944.25,24937.55,24941.3,202.7,205.55,201.35,203.5,214.15,214.95,210.85,212.6
