datetime,nifty_open,nifty_high,nifty_low,nifty_close,call_open,call_high,call_low,call_close,put_open,put_high,put_low,put_close
2025-10-03 09:15:00+05:30,24759.55,24855.7,24758.6,24796.7,280.05,280.05,254.6,254.6,154.8,210.0,154.8,195.0
2025-10-03 09:16:00+05:30,24795.3,24795.45,24777.7,24778.8,254.6,254.6,240.45,242.5,195.0,207.9,195.0,205.6
2025-10-03 09:17:00+05:30,24781.0,24784.0,24768.5,24770.1,242.5,246.0,234.55,235.45,205.85,215.7,204.3,215.7
2025-10-03 09:18:00+05:30,24769.25,24777.85,24762.45,24776.5,235.45,238.8,228.25,238.5,215.7,221.65,210.2,210.35
2025-10-03 09:19:00+05:30,24776.3,24786.05,24773.4,24785.05,238.5,245.0,234.6,241.9,210.0,213.4,203.55,206.4
2025-10-03 09:20:00+05:30,24783.65,24797.45,24770.25,24793.3,241.9,247.55,232.3,246.25,206.8,217.3,200.35,201.2
2025-10-03 09:21:00+05:30,24793.45,24801.95,24790.65,24796.45,246.25,254.0,243.85,248.75,201.5,204.55,194.1,199.6
2025-10-03 09:22:00+05:30,24796.2,24796.95,24782.9,24795.05,249.35,253.55,238.25,251.8,198.4,209.45,195.0,196.7
2025-10-03 09:23:00+05:30,24795.45,24797.9,24789.9,24797.75,251.8,253.3,247.9,252.5,196.65,200.65,195.0,195.9
2025-10-03 09:24:00+05:30,24797.75,24800.6,24784.5,24784.5,252.75,254.55,239.35,239.35,195.9,207.7,194.1,207.7
2025-10-03 09:25:00+05:30,24783.85,24787.6,24778.0,24781.85,239.35,244.75,235.0,239.2,208.5,213.9,203.6,209.1
2025-10-03 09:26:00+05:30,24782.05,24787.55,24776.05,24776.65,239.2,243.0,231.05,232.4,208.65,215.4,205.0,215.0
2025-10-03 09:27:00+05:30,24777.2,24779.65,24758.05,24758.05,232.4,234.1,219.3,220.6,215.1,228.35,212.8,227.0
2025-10-03 09:28:00+05:30,24757.65,24762.05,24747.55,24761.4,220.1,226.35,214.3,224.9,226.75,234.45,220.05,222.2
2025-10-03 09:29:00+05:30,24760.75,24779.5,24760.75,24779.5,224.95,235.35,223.75,235.35,222.2,222.2,210.2,210.2
2025-10-03 09:30:00+05:30,24779.45,24779.75,24762.0,24762.0,235.35,235.8,220.8,220.8,210.2,226.8,210.05,226.8
2025-10-03 09:31:00+05:30,24761.2,24768.15,24757.5,24766.6,220.8,227.7,218.6,223.85,226.8,228.85,220.05,223.8
2025-10-03 09:32:00+05:30,24765.65,24783.7,24761.85,24783.65,223.85,241.15,221.45,239.05,223.4,226.1,206.5,207.9
2025-10-03 09:33:00+05:30,24784.3,24787.65,24778.25,24785.75,239.95,244.0,234.55,239.9,207.9,212.65,202.55,206.85
2025-10-03 09:34:00+05:30,24785.15,24785.6,24766.15,24766.15,239.95,240.5,227.6,229.3,207.2,219.1,206.65,217.7
