timestamp,token,ltp
2025-10-09 09:18:31.673644,256265,25056.05
2025-10-09 09:18:31.923588,256265,25055.85
2025-10-09 09:18:32.513158,256265,25056.1
2025-10-09 09:18:32.947437,256265,25055.9
2025-10-09 09:18:33.424044,256265,25056.4
2025-10-09 09:18:33.923490,256265,25055.15
2025-10-09 09:18:34.423581,256265,25054.9
2025-10-09 09:18:34.997283,256265,25054.9
2025-10-09 09:18:35.424070,256265,25054.45
2025-10-09 09:18:35.923937,256265,25053.85
2025-10-09 09:18:36.431745,256265,25052.4
2025-10-09 09:18:36.923701,256265,25052.5
2025-10-09 09:18:37.423665,256265,25052.45
2025-10-09 09:18:37.923657,256265,25051.6
2025-10-09 09:18:38.479195,256265,25052.3
2025-10-09 09:18:38.924010,256265,25051.2
2025-10-09 09:18:39.503043,256265,25052.0
2025-10-09 09:18:39.931515,256265,25052.7
2025-10-09 09:18:40.423861,256265,25051.95
2025-10-09 09:18:40.923571,256265,25050.75
2025-10-09 09:18:41.423610,256265,25049.7
2025-10-09 09:18:41.960850,256265,25049.75
2025-10-09 09:18:42.472811,256265,25050.0
2025-10-09 09:18:42.984879,256265,25051.05
2025-10-09 09:18:43.497777,256265,25050.3
2025-10-09 09:18:43.923444,256265,25050.65
2025-10-09 09:18:44.726632,256265,25050.2
2025-10-09 09:18:44.923589,256265,25050.95
2025-10-09 09:18:45.442439,256265,25050.15
2025-10-09 09:18:45.923989,256265,25048.55
2025-10-09 09:18:46.423853,256265,25045.85
2025-10-09 09:18:46.931765,256265,25046.9
2025-10-09 09:18:47.423634,256265,25048.9
2025-10-09 09:18:47.923805,256265,25048.8
2025-10-09 09:18:48.514572,256265,25048.95
2025-10-09 09:18:49.027101,256265,25048.8
2025-10-09 09:18:49.437790,256265,25048.0
2025-10-09 09:18:49.923772,256265,25048.1
2025-10-09 09:18:50.431506,256265,25048.4
2025-10-09 09:18:50.923634,256265,25048.2
2025-10-09 09:18:51.423531,256265,25048.55
2025-10-09 09:18:51.923724,256265,25048.65
2025-10-09 09:18:52.509652,256265,25048.95
2025-10-09 09:18:52.923733,256265,25049.65
2025-10-09 09:18:53.532266,256265,25049.35
2025-10-09 09:18:53.923766,256265,25049.6
2025-10-09 09:18:54.453922,256265,25050.2
2025-10-09 09:18:54.965943,256265,25049.35
2025-10-09 09:18:55.479853,256265,25049.65
2025-10-09 09:18:55.923910,256265,25048.7
2025-10-09 09:18:56.423479,256265,25047.65
2025-10-09 09:18:57.014040,256265,25047.15
2025-10-09 09:18:57.431765,256265,25046.5
2025-10-09 09:18:57.923552,256265,25047.7
2025-10-09 09:18:58.423939,256265,25046.35
2025-10-09 09:18:58.923788,256265,25045.1
2025-10-09 09:18:59.424069,256265,25046.35
2025-10-09 09:18:59.923855,256265,25045.7
2025-10-09 09:19:00.702224,256265,25046.25
2025-10-09 09:19:00.923833,256265,25045.95
2025-10-09 09:19:01.423799,256265,25044.6
2025-10-09 09:19:01.673623,256265,25046.35
2025-10-09 09:19:02.423699,256265,25047.2
2025-10-09 09:19:02.923687,256265,25047.2
2025-10-09 09:19:03.466906,256265,25046.7
2025-10-09 09:19:03.923844,256265,25045.65
2025-10-09 09:19:04.490814,256265,25046.4
2025-10-09 09:19:05.001207,256265,25046.3
2025-10-09 09:19:05.447429,256265,25046.85
2025-10-09 09:19:06.026802,256265,25046.35
2025-10-09 09:19:06.424481,256265,25046.65
2025-10-09 09:19:06.947011,256265,25046.35
2025-10-09 09:19:07.423849,256265,25045.8
2025-10-09 09:19:07.923880,256265,25045.15
2025-10-09 09:19:08.482928,256265,25044.95
2025-10-09 09:19:08.924749,256265,25045.35
2025-10-09 09:19:09.423746,256265,25044.95
2025-10-09 09:19:09.924048,256265,25045.0
2025-10-09 09:19:10.429368,256265,25043.65
2025-10-09 09:19:10.923911,256265,25042.7
2025-10-09 09:19:11.424077,256265,25043.75
2025-10-09 09:19:11.964571,256265,25043.65
2025-10-09 09:19:12.423709,256265,25043.65
2025-10-09 09:19:12.923878,256265,25043.8
2025-10-09 09:19:13.432105,256265,25043.35
2025-10-09 09:19:13.923721,256265,25043.25
2025-10-09 09:19:14.423836,256265,25043.15
2025-10-09 09:19:14.923795,256265,25042.65
2025-10-09 09:19:15.446294,256265,25041.6
2025-10-09 09:19:15.753471,256265,25041.9
2025-10-09 09:19:16.423946,256265,25041.7
2025-10-09 09:19:16.924595,256265,25041.65
2025-10-09 09:19:17.423778,256265,25042.15
2025-10-09 09:19:18.006468,256265,25043.05
2025-10-09 09:19:18.424411,256265,25043.35
2025-10-09 09:19:19.030329,256265,25043.5
2025-10-09 09:19:19.423948,256265,25043.35
2025-10-09 09:19:19.674052,256265,25043.25
2025-10-09 09:19:20.431918,256265,25042.7
2025-10-09 09:19:20.924183,256265,25043.3
2025-10-09 09:19:21.424070,256265,25042.65
2025-10-09 09:19:21.924186,256265,25041.75
2025-10-09 09:19:22.512159,256265,25041.2
2025-10-09 09:19:22.924037,256265,25040.45
2025-10-09 09:19:23.433683,256265,25040.0
2025-10-09 09:19:23.740625,256265,25039.4
2025-10-09 09:19:24.457721,256265,25039.5
2025-10-09 09:19:24.924144,256265,25040.5
2025-10-09 09:19:25.481723,256265,25040.7
2025-10-09 09:19:25.993526,256265,25041.9
2025-10-09 09:19:26.424026,256265,25043.15
2025-10-09 09:19:26.674028,256265,25043.25
2025-10-09 09:19:27.427043,256265,25042.7
2025-10-09 09:19:27.939302,256265,25043.55
2025-10-09 09:19:28.451410,256265,25043.05
2025-10-09 09:19:28.923987,256265,25041.45
2025-10-09 09:19:29.424037,256265,25041.55
2025-10-09 09:19:29.987296,256265,25043.0
2025-10-09 09:19:30.673953,256265,25044.1
2025-10-09 09:19:30.923944,256265,25044.5
2025-10-09 09:19:31.424069,256265,25045.0
2025-10-09 09:19:31.932201,256265,25045.2
2025-10-09 09:19:32.424048,256265,25045.55
2025-10-09 09:19:32.924640,256265,25045.7
2025-10-09 09:19:33.424159,256265,25044.85
2025-10-09 09:19:33.776009,256265,25045.7
2025-10-09 09:19:34.424347,256265,25046.1
2025-10-09 09:19:35.007868,256265,25046.0
2025-10-09 09:19:35.424960,256265,25045.05
2025-10-09 09:19:35.923523,256265,25043.9
2025-10-09 09:19:36.424496,256265,25043.7
2025-10-09 09:19:36.924637,256265,25044.0
2025-10-09 09:19:37.424065,256265,25043.8
2025-10-09 09:19:37.924664,256265,25044.45
2025-10-09 09:19:38.424104,256265,25044.6
2025-10-09 09:19:38.932625,256265,25044.0
2025-10-09 09:19:39.424078,256265,25044.25
2025-10-09 09:19:39.925245,256265,25045.45
2025-10-09 09:19:40.424127,256265,25046.4
2025-10-09 09:19:40.939779,256265,25046.45
2025-10-09 09:19:41.424102,256265,25046.65
2025-10-09 09:19:41.924201,256265,25047.15
2025-10-09 09:19:42.432402,256265,25047.55
2025-10-09 09:19:42.924240,256265,25047.45
2025-10-09 09:19:43.506196,256265,25046.8
2025-10-09 09:19:43.924142,256265,25049.45
2025-10-09 09:19:44.452838,256265,25050.1
2025-10-09 09:19:44.924159,256265,25051.2
2025-10-09 09:19:45.424281,256265,25050.55
2025-10-09 09:19:45.932393,256265,25052.1
2025-10-09 09:19:46.424462,256265,25052.65
2025-10-09 09:19:46.924173,256265,25052.95
2025-10-09 09:19:47.424281,256265,25053.55
2025-10-09 09:19:47.924208,256265,25053.95
2025-10-09 09:19:48.424406,256265,25053.35
2025-10-09 09:19:48.931929,256265,25054.3
2025-10-09 09:19:49.424409,256265,25055.05
2025-10-09 09:19:49.955559,256265,25055.05
2025-10-09 09:19:50.424181,256265,25055.75
2025-10-09 09:19:50.979786,256265,25054.1
2025-10-09 09:19:51.424226,256265,25053.3
2025-10-09 09:19:51.924087,256265,25053.7
2025-10-09 09:19:52.424312,256265,25054.3
2025-10-09 09:19:53.028096,256265,25055.5
2025-10-09 09:19:53.424297,256265,25053.95
2025-10-09 09:19:53.930833,256265,25054.65
2025-10-09 09:19:54.424350,256265,25055.25
2025-10-09 09:19:54.924277,256265,25054.8
2025-10-09 09:19:55.424322,256265,25055.0
2025-10-09 09:19:55.923917,256265,25055.65
2025-10-09 09:19:56.424324,256265,25057.05
2025-10-09 09:19:56.924387,256265,25056.7
2025-10-09 09:19:57.432687,256265,25057.5
2025-10-09 09:19:57.924017,256265,25057.35
2025-10-09 09:19:58.424515,256265,25059.2
2025-10-09 09:19:58.924260,256265,25059.0
2025-10-09 09:19:59.424536,256265,25058.8
2025-10-09 09:19:59.991958,256265,25058.95
2025-10-09 09:20:00.424244,256265,25059.6
2025-10-09 09:20:00.932698,256265,25059.8
2025-10-09 09:20:01.425705,256265,25060.7
2025-10-09 09:20:01.939157,256265,25062.6
2025-10-09 09:20:02.424188,256265,25062.25
2025-10-09 09:20:02.924221,256265,25065.9
2025-10-09 09:20:03.424486,256265,25065.7
2025-10-09 09:20:03.924048,256265,25065.9
2025-10-09 09:20:04.497706,256265,25065.5
2025-10-09 09:20:05.010605,256265,25065.15
2025-10-09 09:20:05.520908,256265,25066.0
2025-10-09 09:20:05.932013,256265,25067.0
2025-10-09 09:20:06.424234,256265,25065.6
2025-10-09 09:20:06.924724,256265,25064.5
2025-10-09 09:20:07.424129,256265,25063.9
2025-10-09 09:20:07.932798,256265,25063.65
2025-10-09 09:20:08.424397,256265,25063.5
2025-10-09 09:20:09.004910,256265,25063.75
2025-10-09 09:20:09.424421,256265,25065.3
2025-10-09 09:20:09.924387,256265,25065.6
2025-10-09 09:20:10.424419,256265,25064.7
2025-10-09 09:20:10.924575,256265,25065.8
2025-10-09 09:20:11.424264,256265,25064.9
2025-10-09 09:20:11.924385,256265,25065.4
2025-10-09 09:20:12.424256,256265,25064.65
2025-10-09 09:20:12.924356,256265,25064.5
2025-10-09 09:20:13.424482,256265,25066.15
2025-10-09 09:20:13.924496,256265,25067.65
2025-10-09 09:20:14.424450,256265,25068.0
2025-10-09 09:20:14.941837,256265,25068.6
2025-10-09 09:20:15.424580,256265,25070.25
2025-10-09 09:20:15.674503,256265,25070.85
2025-10-09 09:20:16.424728,256265,25070.6
2025-10-09 09:20:16.682541,256265,25069.0
2025-10-09 09:20:17.424603,256265,25069.35
2025-10-09 09:20:17.978525,256265,25072.55
2025-10-09 09:20:18.425137,256265,25072.35
2025-10-09 09:20:18.674412,256265,25073.35
2025-10-09 09:20:19.433107,256265,25074.6
2025-10-09 09:20:19.959852,256265,25073.85
2025-10-09 09:20:20.473012,256265,25073.1
2025-10-09 09:20:20.683038,256265,25072.8
2025-10-09 09:20:21.424792,256265,25071.95
2025-10-09 09:20:21.924618,256265,25071.0
2025-10-09 09:20:22.427186,256265,25072.15
2025-10-09 09:20:22.933113,256265,25072.75
2025-10-09 09:20:23.424499,256265,25073.95
2025-10-09 09:20:23.924895,256265,25071.7
2025-10-09 09:20:24.466850,256265,25072.35
2025-10-09 09:20:24.977237,256265,25074.6
2025-10-09 09:20:25.424372,256265,25075.05
2025-10-09 09:20:26.000870,256265,25073.85
2025-10-09 09:20:26.514740,256265,25074.0
2025-10-09 09:20:26.924791,256265,25073.55
2025-10-09 09:20:27.425521,256265,25074.15
2025-10-09 09:20:27.924793,256265,25074.25
2025-10-09 09:20:28.424681,256265,25074.75
2025-10-09 09:20:28.924623,256265,25075.2
2025-10-09 09:20:29.424659,256265,25075.1
2025-10-09 09:20:29.995710,256265,25074.6
2025-10-09 09:20:30.424625,256265,25076.9
2025-10-09 09:20:30.924806,256265,25076.25
2025-10-09 09:20:31.424661,256265,25077.65
2025-10-09 09:20:31.924659,256265,25077.55
2025-10-09 09:20:32.424598,256265,25077.3
2025-10-09 09:20:32.964707,256265,25078.35
2025-10-09 09:20:33.433243,256265,25078.75
2025-10-09 09:20:33.990160,256265,25077.45
2025-10-09 09:20:34.424534,256265,25077.75
2025-10-09 09:20:35.012984,256265,25077.15
2025-10-09 09:20:35.424790,256265,25077.4
2025-10-09 09:20:35.924921,256265,25076.85
2025-10-09 09:20:36.674832,256265,25077.75
2025-10-09 09:20:36.924686,256265,25078.5
2025-10-09 09:20:37.425061,256265,25076.95
2025-10-09 09:20:37.933309,256265,25076.0
2025-10-09 09:20:38.494885,256265,25076.5
2025-10-09 09:20:38.674988,256265,25075.5
2025-10-09 09:20:39.424851,256265,25075.15
2025-10-09 09:20:39.924891,256265,25076.15
2025-10-09 09:20:40.426691,256265,25076.1
2025-10-09 09:20:40.924727,256265,25077.05
2025-10-09 09:20:41.426908,256265,25076.95
2025-10-09 09:20:41.674638,256265,25079.05
2025-10-09 09:20:42.424832,256265,25079.35
2025-10-09 09:20:42.924517,256265,25079.85
2025-10-09 09:20:43.425056,256265,25079.1
2025-10-09 09:20:43.924597,256265,25079.25
2025-10-09 09:20:44.433543,256265,25080.2
2025-10-09 09:20:44.947236,256265,25082.15
2025-10-09 09:20:45.424695,256265,25082.95
2025-10-09 09:20:45.924817,256265,25082.7
2025-10-09 09:20:46.481692,256265,25081.75
2025-10-09 09:20:46.924942,256265,25081.4
2025-10-09 09:20:47.433547,256265,25081.7
2025-10-09 09:20:47.924716,256265,25081.25
2025-10-09 09:20:48.433569,256265,25081.65
2025-10-09 09:20:48.924849,256265,25083.3
2025-10-09 09:20:49.425109,256265,25083.1
2025-10-09 09:20:49.964118,256265,25083.35
2025-10-09 09:20:50.475413,256265,25083.5
2025-10-09 09:20:50.924619,256265,25083.35
2025-10-09 09:20:51.424877,256265,25083.25
2025-10-09 09:20:51.933553,256265,25083.75
2025-10-09 09:20:52.425060,256265,25085.85
2025-10-09 09:20:52.925305,256265,25085.35
2025-10-09 09:20:53.432186,256265,25083.55
2025-10-09 09:20:53.957723,256265,25084.9
2025-10-09 09:20:54.424934,256265,25083.6
2025-10-09 09:20:54.981056,256265,25083.7
2025-10-09 09:20:55.426851,256265,25083.15
2025-10-09 09:20:55.924829,256265,25083.55
2025-10-09 09:20:56.424984,256265,25084.3
2025-10-09 09:20:56.721788,256265,25083.25
2025-10-09 09:20:57.424860,256265,25082.55
2025-10-09 09:20:57.924809,256265,25083.25
2025-10-09 09:20:58.462899,256265,25081.85
2025-10-09 09:20:58.928192,256265,25082.45
2025-10-09 09:20:59.424921,256265,25083.0
2025-10-09 09:20:59.924867,256265,25083.35
2025-10-09 09:21:00.675053,256265,25082.85
2025-10-09 09:21:00.924768,256265,25082.8
2025-10-09 09:21:01.424832,256265,25081.4
2025-10-09 09:21:01.944550,256265,25081.4
2025-10-09 09:21:02.433690,256265,25081.95
2025-10-09 09:21:02.925030,256265,25081.05
2025-10-09 09:21:03.430951,256265,25081.45
