timestamp,token,open,high,low,close
2025-10-09 10:00:00,10929666,249.7,261.0,222.2,238.25
2025-10-09 10:05:00,10929666,238.9,254.35,236.35,247.55
2025-10-09 10:10:00,10929666,248.05,263.6,244.35,246.9
2025-10-09 10:15:00,10929666,247.85,256.95,235.95,239.45
2025-10-09 10:20:00,10929666,239.85,248.0,221.35,223.55
2025-10-09 10:25:00,10929666,223.0,229.2,212.1,217.4
2025-10-09 10:30:00,10929666,216.0,219.25,208.1,211.25
2025-10-09 10:35:00,10929666,211.25,212.6,192.0,202.2
2025-10-09 10:40:00,10929666,202.2,207.65,197.0,197.25
2025-10-09 10:45:00,10929666,197.3,203.05,194.8,202.8
2025-10-09 10:50:00,10929666,202.2,217.55,199.75,205.6
2025-10-09 10:55:00,10929666,206.0,211.25,191.85,192.55
