timestamp,token,open,high,low,close
2025-10-08 09:45:00,10924290,253.0,254.05,235.65,236.25
2025-10-08 09:50:00,10924290,236.25,241.0,221.55,230.6
2025-10-08 09:55:00,10924290,232.2,243.7,227.4,238.0
2025-10-08 10:00:00,10924290,237.5,240.1,226.2,230.2
2025-10-08 10:05:00,10924290,230.2,242.0,227.4,235.3
2025-10-08 10:10:00,10924290,235.55,238.65,218.75,226.35
2025-10-08 10:15:00,10924290,226.05,227.55,218.0,218.65
2025-10-08 10:20:00,10924290,219.55,219.55,203.3,204.65
2025-10-08 10:25:00,10924290,205.15,218.9,204.5,211.5
2025-10-08 10:30:00,10924290,211.5,211.55,196.85,202.2
2025-10-08 10:35:00,10924290,202.2,213.0,202.1,211.9
2025-10-08 10:40:00,10924290,212.0,215.25,205.2,206.45
2025-10-08 10:45:00,10924290,206.4,207.0,192.8,201.6
2025-10-08 10:50:00,10924290,201.6,202.85,186.65,187.0
2025-10-08 10:55:00,10924290,186.35,193.45,172.05,176.75
2025-10-08 11:00:00,10924290,176.4,179.35,162.95,165.25
2025-10-08 11:05:00,10924290,164.85,166.25,148.35,151.3
2025-10-08 11:10:00,10924290,151.35,157.45,146.5,147.1
2025-10-08 11:15:00,10924290,147.0,152.4,136.75,142.05
2025-10-08 11:20:00,10924290,142.0,146.75,136.2,145.55
2025-10-08 11:25:00,10924290,145.3,153.4,144.9,146.95
2025-10-08 11:30:00,10924290,146.15,150.0,142.5,150.0
2025-10-08 11:35:00,10924290,149.6,151.75,147.45,149.65
2025-10-08 11:45:00,10924290,149.65,155.4,144.05,147.55
2025-10-08 11:55:00,10924290,147.55,163.7,145.0,154.0
2025-10-08 12:15:00,10924290,146.75,149.2,145.4,148.15
2025-10-08 12:20:00,10924290,148.6,148.6,125.45,125.45
2025-10-08 12:25:00,10924290,125.9,138.0,123.65,136.55
2025-10-08 12:30:00,10924290,136.55,136.55,130.05,134.0
2025-10-08 12:35:00,10924290,134.15,142.1,133.55,139.1
2025-10-08 12:40:00,10924290,139.45,147.5,139.1,147.5
2025-10-08 12:45:00,10924290,146.7,166.65,146.7,162.55
2025-10-08 12:50:00,10924290,162.75,170.95,156.3,170.55
2025-10-08 12:55:00,10924290,170.5,178.25,164.85,178.25
2025-10-08 13:00:00,10924290,178.55,179.35,168.05,171.25
2025-10-08 13:05:00,10924290,171.95,185.0,164.2,184.9
2025-10-08 13:10:00,10924290,186.7,188.7,181.55,183.4
2025-10-08 13:15:00,10924290,183.8,194.85,173.8,191.6
2025-10-08 13:20:00,10924290,191.6,194.9,185.6,185.7
2025-10-08 13:25:00,10924290,186.05,193.3,179.1,180.15
2025-10-08 13:30:00,10924290,180.15,201.0,173.65,197.0
2025-10-08 13:35:00,10924290,196.9,205.85,196.15,199.0
2025-10-08 13:40:00,10924290,200.0,204.8,189.35,197.15
2025-10-08 13:45:00,10924290,197.0,206.25,196.6,201.4
2025-10-08 13:50:00,10924290,201.4,203.55,197.05,198.45
2025-10-08 13:55:00,10924290,198.5,204.9,193.2,203.4
2025-10-08 14:00:00,10924290,202.75,207.65,186.1,192.4
2025-10-08 14:05:00,10924290,191.7,195.3,164.4,164.4
2025-10-08 14:10:00,10924290,164.6,170.7,155.7,161.45
2025-10-08 14:15:00,10924290,161.3,164.7,158.0,162.1
2025-10-08 14:20:00,10924290,162.55,163.55,147.45,160.0
2025-10-08 14:25:00,10924290,159.8,161.3,149.15,151.15
2025-10-08 14:30:00,10924290,151.45,156.95,142.3,146.25
2025-10-08 14:35:00,10924290,146.65,161.05,145.15,159.1
2025-10-08 14:40:00,10924290,159.4,160.0,149.9,153.4
2025-10-08 14:45:00,10924290,153.85,156.3,145.15,147.5
2025-10-08 14:50:00,10924290,147.1,150.35,135.3,149.5
2025-10-08 14:55:00,10924290,149.75,149.75,138.8,139.05
2025-10-08 15:00:00,10924290,138.75,143.5,131.0,140.85
2025-10-08 15:05:00,10924290,141.35,143.2,136.95,138.4
2025-10-08 15:10:00,10924290,138.4,138.45,121.0,125.95
2025-10-08 15:15:00,10924290,126.55,136.3,126.45,135.75
