timestamp,token,open,high,low,close
2025-10-08 09:45:00,10932226,223.1,228.0,221.55,227.5
2025-10-08 09:46:00,10932226,227.45,228.7,224.3,227.0
2025-10-08 09:47:00,10932226,227.0,230.0,222.8,228.75
2025-10-08 09:48:00,10932226,228.75,237.0,228.75,232.6
2025-10-08 09:49:00,10932226,232.6,239.6,230.75,239.4
2025-10-08 09:50:00,10932226,239.4,249.05,239.25,249.05
2025-10-08 09:51:00,10932226,249.05,249.05,240.5,246.9
2025-10-08 09:52:00,10932226,246.9,253.4,246.85,247.55
2025-10-08 09:53:00,10932226,247.55,248.25,237.6,242.75
2025-10-08 09:54:00,10932226,240.6,245.85,232.3,243.0
2025-10-08 09:55:00,10932226,243.0,243.0,235.5,238.45
2025-10-08 09:56:00,10932226,238.45,239.1,232.7,233.35
2025-10-08 09:57:00,10932226,233.35,246.3,229.5,230.8
2025-10-08 09:58:00,10932226,230.8,231.95,228.75,229.1
2025-10-08 09:59:00,10932226,229.1,235.4,228.65,234.6
2025-10-08 10:00:00,10932226,234.6,238.8,234.2,238.1
2025-10-08 10:01:00,10932226,238.1,241.7,236.35,238.1
2025-10-08 10:02:00,10932226,238.1,238.45,233.0,235.05
2025-10-08 10:03:00,10932226,235.05,237.9,231.55,235.9
2025-10-08 10:04:00,10932226,235.9,246.1,235.35,242.15
2025-10-08 10:05:00,10932226,242.15,245.85,237.85,237.85
2025-10-08 10:06:00,10932226,237.85,239.95,232.95,235.2
2025-10-08 10:07:00,10932226,235.2,238.35,234.7,235.0
2025-10-08 10:08:00,10932226,235.0,237.85,235.0,236.0
2025-10-08 10:08:00,10932226,237.0,238.95,235.6,238.55
2025-10-08 10:09:00,10932226,237.0,237.4,229.45,236.6
2025-10-08 10:10:00,10932226,236.2,241.45,234.0,234.35
2025-10-08 10:11:00,10932226,234.35,241.0,234.35,240.85
2025-10-08 10:12:00,10932226,241.2,253.0,240.9,251.55
2025-10-08 10:13:00,10932226,251.45,254.45,245.0,249.75
2025-10-08 10:14:00,10932226,249.75,252.05,245.85,247.85
2025-10-08 10:15:00,10932226,247.9,253.95,247.45,252.75
2025-10-08 10:16:00,10932226,253.25,256.0,247.7,248.0
2025-10-08 10:17:00,10932226,249.0,250.3,245.5,250.0
2025-10-08 10:18:00,10932226,249.9,251.9,245.95,250.95
2025-10-08 10:19:00,10932226,250.95,255.35,246.15,255.15
2025-10-08 10:20:00,10932226,254.55,266.2,254.55,263.0
2025-10-08 10:21:00,10932226,262.5,269.0,260.55,266.1
2025-10-08 10:22:00,10932226,265.95,267.75,264.0,265.05
2025-10-08 10:23:00,10932226,265.05,268.0,260.85,264.3
2025-10-08 10:24:00,10932226,264.3,271.95,263.85,269.3
2025-10-08 10:25:00,10932226,269.3,270.75,258.05,258.25
2025-10-08 10:26:00,10932226,258.2,261.1,253.35,254.0
2025-10-08 10:27:00,10932226,254.95,260.0,254.95,255.55
2025-10-08 10:28:00,10932226,255.7,259.4,255.7,256.4
2025-10-08 10:29:00,10932226,256.8,262.35,256.8,262.25
2025-10-08 10:30:00,10932226,262.25,273.6,262.25,273.55
2025-10-08 10:31:00,10932226,273.7,278.95,272.85,276.05
2025-10-08 10:32:00,10932226,276.45,280.55,267.3,272.55
2025-10-08 10:33:00,10932226,273.15,275.9,268.95,273.55
2025-10-08 10:34:00,10932226,273.55,275.35,271.6,272.05
