timestamp,token,open,high,low,close
2025-10-09 09:18:00,256265,25056.05,25056.4,25045.1,25045.7
2025-10-09 09:19:00,256265,25046.25,25059.2,25039.4,25058.95
2025-10-09 09:20:00,256265,25059.6,25085.85,25059.6,25083.35
2025-10-09 09:21:00,256265,25082.85,25102.3,25080.05,25102.1
2025-10-09 09:22:00,256265,25101.95,25102.6,25087.6,25097.45
2025-10-09 09:23:00,256265,25097.5,25101.05,25091.8,25097.1
2025-10-09 09:24:00,256265,25096.5,25107.05,25096.5,25105.15
2025-10-09 09:25:00,256265,25105.5,25109.1,25102.55,25102.55
2025-10-09 09:26:00,256265,25100.95,25103.75,25092.35,25095.5
2025-10-09 09:27:00,256265,25097.05,25104.4,25092.85,25101.15
2025-10-09 09:28:00,256265,25102.65,25110.8,25100.5,25110.6
2025-10-09 09:29:00,256265,25109.25,25111.25,25105.3,25108.1
2025-10-09 09:30:00,256265,25107.35,25119.9,25106.4,25115.5
2025-10-09 09:31:00,256265,25115.25,25115.7,25101.8,25104.9
2025-10-09 09:32:00,256265,25104.8,25104.8,25089.7,25096.9
2025-10-09 09:33:00,256265,25097.25,25106.3,25089.1,25093.2
2025-10-09 09:34:00,256265,25093.0,25096.55,25086.15,25091.1
2025-10-09 09:35:00,256265,25091.85,25091.85,25077.8,25078.1
2025-10-09 09:36:00,256265,25079.1,25089.05,25072.4,25087.95
2025-10-09 09:37:00,256265,25089.6,25090.45,25082.4,25088.7
2025-10-09 09:38:00,256265,25089.15,25100.45,25086.9,25100.2
2025-10-09 09:39:00,256265,25101.55,25104.5,25095.25,25097.75
2025-10-09 09:40:00,256265,25097.85,25099.7,25090.95,25090.95
2025-10-09 09:41:00,256265,25091.5,25091.5,25076.65,25083.75
2025-10-09 09:42:00,256265,25083.6,25089.15,25081.55,25084.05
2025-10-09 09:43:00,256265,25084.9,25085.6,25070.75,25071.35
2025-10-09 09:44:00,256265,25071.15,25072.45,25064.25,25068.0
2025-10-09 09:45:00,256265,25067.8,25067.9,25056.45,25062.5
2025-10-09 09:46:00,256265,25060.7,25064.3,25058.75,25061.75
2025-10-09 09:47:00,256265,25061.9,25072.55,25061.45,25071.75
2025-10-09 09:48:00,256265,25072.85,25083.1,25071.25,25078.8
2025-10-09 09:49:00,256265,25078.55,25078.55,25060.2,25061.8
2025-10-09 09:50:00,256265,25060.75,25062.1,25056.4,25056.6
2025-10-09 09:51:00,256265,25055.45,25055.45,25050.5,25052.7
2025-10-09 09:52:00,256265,25052.5,25053.45,25042.25,25045.1
2025-10-09 09:53:00,256265,25044.35,25049.55,25035.2,25049.3
2025-10-09 09:54:00,256265,25048.95,25060.2,25047.4,25059.9
2025-10-09 09:55:00,256265,25059.45,25059.45,25051.6,25056.85
2025-10-09 09:56:00,256265,25056.65,25061.6,25051.3,25051.3
2025-10-09 09:57:00,256265,25051.3,25058.2,25048.95,25055.05
2025-10-09 09:58:00,256265,25056.05,25056.4,25050.15,25053.3
2025-10-09 09:59:00,256265,25053.4,25054.35,25048.3,25048.6
2025-10-09 10:00:00,256265,25048.6,25049.5,25036.6,25039.35
2025-10-09 10:01:00,256265,25038.85,25052.15,25037.65,25052.0
2025-10-09 10:02:00,256265,25052.2,25058.85,25048.2,25058.85
2025-10-09 10:03:00,256265,25059.35,25060.65,25047.45,25048.4
2025-10-09 10:04:00,256265,25048.35,25056.45,25048.3,25054.75
2025-10-09 10:05:00,256265,25054.9,25055.7,25045.55,25046.05
2025-10-09 10:06:00,256265,25046.6,25047.35,25039.75,25044.6
2025-10-09 10:07:00,256265,25044.5,25052.35,25042.6,25050.2
2025-10-09 10:08:00,256265,25050.55,25054.3,25047.1,25048.9
2025-10-09 10:09:00,256265,25048.4,25049.2,25042.65,25042.9
2025-10-09 10:10:00,256265,25043.55,25045.1,25035.75,25035.75
2025-10-09 10:11:00,256265,25035.55,25036.05,25024.3,25028.25
2025-10-09 10:12:00,256265,25028.3,25031.7,25025.7,25031.1
2025-10-09 10:13:00,256265,25031.35,25031.35,25024.7,25026.8
2025-10-09 10:14:00,256265,25026.45,25043.2,25025.55,25041.8
2025-10-09 10:15:00,256265,25042.05,25043.2,25038.15,25040.75
2025-10-09 10:16:00,256265,25039.4,25039.65,25032.75,25033.15
2025-10-09 10:17:00,256265,25033.3,25040.5,25032.85,25037.0
2025-10-09 10:18:00,256265,25036.95,25043.7,25036.95,25043.7
2025-10-09 10:19:00,256265,25044.0,25063.55,25043.1,25051.05
2025-10-09 10:20:00,256265,25051.75,25053.9,25044.7,25045.75
2025-10-09 10:21:00,256265,25044.75,25055.7,25044.35,25053.75
2025-10-09 10:22:00,256265,25054.15,25068.7,25053.9,25067.4
2025-10-09 10:23:00,256265,25067.65,25068.4,25060.2,25062.05
2025-10-09 10:24:00,256265,25061.85,25074.85,25059.95,25071.9
2025-10-09 10:25:00,256265,25071.7,25074.6,25062.7,25072.95
2025-10-09 10:26:00,256265,25073.3,25083.0,25071.95,25082.3
2025-10-09 10:27:00,256265,25081.95,25083.95,25077.1,25079.7
2025-10-09 10:28:00,256265,25080.0,25085.3,25078.9,25080.1
2025-10-09 10:29:00,256265,25079.7,25080.3,25073.85,25078.45
2025-10-09 10:30:00,256265,25078.8,25084.85,25078.8,25083.0
2025-10-09 10:31:00,256265,25082.75,25084.5,25079.2,25082.95
2025-10-09 10:32:00,256265,25083.4,25087.3,25081.85,25084.6
2025-10-09 10:33:00,256265,25084.5,25087.95,25082.4,25083.2
2025-10-09 10:34:00,256265,25082.45,25091.3,25082.15,25088.75
2025-10-09 10:35:00,256265,25088.65,25098.4,25088.65,25095.65
2025-10-09 10:36:00,256265,25095.75,25099.1,25091.75,25095.05
2025-10-09 10:37:00,256265,25095.35,25100.7,25094.05,25100.3
2025-10-09 10:38:00,256265,25101.6,25109.65,25100.65,25103.0
2025-10-09 10:39:00,256265,25103.15,25105.15,25099.05,25099.9
2025-10-09 10:40:00,256265,25099.8,25103.8,25097.0,25097.0
2025-10-09 10:41:00,256265,25097.1,25097.9,25090.5,25091.65
2025-10-09 10:42:00,256265,25091.75,25096.1,25090.65,25091.55
2025-10-09 10:43:00,256265,25091.35,25102.25,25090.5,25101.0
2025-10-09 10:44:00,256265,25101.4,25102.55,25096.7,25100.25
2025-10-09 10:45:00,256265,25100.35,25106.25,25100.2,25104.25
2025-10-09 10:46:00,256265,25103.75,25104.6,25098.75,25099.3
2025-10-09 10:47:00,256265,25099.45,25105.9,25097.6,25105.45
2025-10-09 10:48:00,256265,25105.7,25106.95,25102.95,25104.9
2025-10-09 10:49:00,256265,25105.1,25105.4,25095.15,25097.4
2025-10-09 10:50:00,256265,25096.55,25097.7,25093.6,25096.9
2025-10-09 10:51:00,256265,25096.65,25097.65,25086.0,25087.65
2025-10-09 10:52:00,256265,25087.35,25087.85,25077.1,25083.25
